place,like,content,tag,date
"Seoul, Korea",57,"<서울 망원 카페#락떼스피릿>☕️비엔나닐라10oz, 락떼5oz, 아메리카노🍰뉴욕쿠키, (더블초코)인스타에서 우연히 발견 후, 거의 몇개월동안 꼭 서울가면 조진다! 하며 기다리다가 드디어 시간이 맞아 방문하게 됐다.전북 카페 계정이지만 진짜 만족한 카페라서 끄적끄적이름부터 라떼 맛집 아니냐며,,,설레는 마음 부여잡고 더위를 뚫어 도착한 락떼스피릿은 웨이팅이 있었다.충격 그 자체공간이 협소한 탓에 그런듯 싶다. 웨이팅을 미친듯이 싫어하는 성격이라 아 어쩌지 하다가 일단 번호를 남겼고, 다행히 바로 전화가 와서 후다닥 튀어감메뉴에는 정말 찐커피맛집처럼 커피메뉴만 존재했다.사장님께서 친절하게 어떤 맛, 어떤 방식으로 만들어지는지 추천메뉴까지 다 설명해주셔서 덕분에 쉽게 주문했다.제일 잘 나간다는 락떼에 바닐라크림이 들어간 비엔나닐라 10oz 주문, 그리고 전주에서 왔다고 너무 오고싶었던 곳이라며 수다를 떨었더니 감사하다고 브라우니를 그냥 주셨다ㅠ 제가 더 감사함니다! 다시 한번 감사의 말씀을,, 커피는 5oz, 10oz 양을 정할 수 있고, 아메리카노는 두가지 원두, 필터커피는 네가지 원두 종류라서 취향에 맞게 선택 가능하다.좀 더 진한 커피맛을 원하면 5, 기본을 원한다면 10!내가 좋아하는 우드 인테리어에 구석구석 다양한 소품들과 약간의 식물들이 어우러져 이국적인 느낌이 난다.쨍한 주황색 트레이에 비엔나닐라 먹는 법도 써있어서 그대로 마시면 되는데 첫 입 먹자마자 환장.솔직히 비엔나 음료들 대부분은 커피랑 잘 안어울려서 크림이랑 따로 놀거나, 커피가 막 시거나,, 크림 뭉떵이채 나오거나 뭔지 알쥬? 이런류가 대부분인데,,여기는 걍 커피도 고소허고 바닐라 크림도 적당히 달달한 것이 부드러워가지고는 입 대고 후루룩짭짭하는데 둘이 잘 입으로 섞여들어간다.하 걍 맛있어..진짜 맛있어~! 친구들도 정말 맛있다고 함 아메리카노 주문한 친구 것도 먹어봤는데 와 아메리카노도 고소해서 존맛. 같이 주문한 뉴욕쿠키랑 넘 잘 어울리고 하..나 왜 전주?저 뉴욕쿠키도 호두에 초코칩에.. 아니 초코칩도 맛만 내려고 군데군데 박힌게 아니라 와다다다 박혀있어서 어딜 쪼개먹어도 풍부한 초코맛이 남.브라우니도 꾸덕부드러워서 다 맛있고요.비엔나닐라 순식간에 다 마신 라떼쳐돌이는 한 잔 더~ 락떼 진하게 플랫화이트처럼 5oz로 주문했다.그라데이션 장난없다.. 햇빛에서도 찍어보고 너무 맛깔나보여서 츄베릅역시나 깔끔 고소하니 미친 맛 전주가기 싫어지는 맛~!~!사장님께서도 굉장히 친절하시고 밝은 분이셨다. 대기때문에 빨리 나가야하지 않냐고 여쭸더니 멀리서 오셨는데 천천히 즐기다 가시라고 해주심 감동,,중국에서도 온 손님도 있다는데 그럴만하다고 봄.작은 그 공간, 개성 넘치는 네이밍과 인테리어센스부터 커피 맛까지 어느하나 빠지는게 없었던 락떼스피릿.서울 카페 추천하라면 여기는 무조건입니다.참고로 성수 메쉬커피도 비슷한 느낌으루 맛있어서 추천합니다.뭐 완전 락떼스피릿 찬양 구구절절 글이 되었지만,, 증말 추천하는 바입니다.-월 화 휴무12:00-21:00최대 3인 이용 가능",['#락떼스피릿>☕️비엔나닐라10oz'],2021-09-16
까사디도노,28,_일관성 있는 추출을 위해 까사디도노는 오늘도 노력합니다-오늘도 19:00까지 열어둘게요 맛있는 커피 한 잔 드시러 오세요🤗,[],2021-09-16
Ou_topos,54,"#김다사진가로사진ver 회사원 답게 저렴하고 양많은 커피로 카페인을 채우다가 맛있는 커피가 먹고싶을때 한 번씩 찾게되는 곳.좋아하는 메뉴는 코코넛커피인데 커피 신맛을 안좋아하는데도 앗시콤해 하면서 홀짝홀짝 하게되는 맛이다.ㅎ작지만 아늑하고 따듯한 감성이 가득해서 잠깐 머물러도 그냥 좋다.그리고 좋아하는 장소는 열심히 찍게된다😝-📍#우토포스* 서울 서초구 방배로39길 42-7 1층* 09~19:00 (토11:00~, 일휴무)..","['#김다사진가로사진ver', '#우토포스*']",2021-09-16
,117,"🌇🌃-남산을 바라보며 공터에 앉아서 아이스크림을 한 입 베어무는할아버지의 여유로움이 내심 부러웠던 순간종점 앞 카페에 앉아서 라떼를 마시며 사람들을 부지런히 구경하다가이내 또 이야기보따리를 풀어나갔다 (꼭 2층에 앉기✌)배고픔을 깨닫는 순간 신문물까지 왕창 영접했던,따뜻한 기억의 후암동 종점💛   #alive쩡헤 #샵도노커피#후암동카페 #후암동종점카페#흑임자슈페너#콜드브루연유라떼#이사준비잘하고 #새로운곳에서만나요","['#alive쩡헤', '#샵도노커피', '#후암동카페', '#후암동종점카페', '#흑임자슈페너', '#콜드브루연유라떼', '#이사준비잘하고', '#새로운곳에서만나요']",2021-09-15
마뫼,68,"요즘은 커피없이 하루가 너무 힘들어,,😭",[],2021-09-15
,259,#Bean마마파파 아침부터 새벽까지 음료 맛집에서수제청에 커피까지 당충전 만땅 가능한 곳 추천★숨은 카페 맛집이라 한 번 오면 단골은 예약이야ㅠ여기 에이드나 커피를 마시면 상콤시원함이 팡팡!인공적인 맛 1도 안나고 양도 많아서 달달하니~🥰먹기 넘 간편하자나!! 특히 핫플 종로나 동대문은걸을 일이 많아 목이 자주 마른데 여기서 해소bb@@배달도 가능하대~! 간편하게 시켜묵쟝💖더 자세한 내용은↓@bean.mamapapa⏰07:30 ~ 02:00🏠서울특별시 종로구 종로6가 215-52 ☎ 0507-1337-6987...💥우리동네 단골가게 핫플이 알고싶어?💥우리동네 '팔로우' 누르고 소식받기@korean_report#서울 #종로 #서울카페 #서울수제청맛집 #서울커피맛집 #종로커피맛있는곳 #종로수제청맛집 #카페스타그램 #테이크아웃카페 #카페투어,"['#Bean마마파파', '#서울', '#종로', '#서울카페', '#서울수제청맛집', '#서울커피맛집', '#종로커피맛있는곳', '#종로수제청맛집', '#카페스타그램', '#테이크아웃카페', '#카페투어']",2021-09-15
강동역,47,🎁추석 선물 드립백 포장하기 〰🎁커볶아 드립백 선물은 언제나 인기에요😝♥️추석선물로  커볶아 드립백 선물하러 오세요(・ω・)ノ^_^♥️,[],2021-09-15
Casa di dono,18,[추석 연휴 운영 안내]-까사디도노는 추석 연휴 기간인9월 19일(일) - 9월 21일(화) 까지 쉬어갑니다-9월 22일(수) 부터는 9:00 - 19:00 까지 정상 영업합니다방문에 참고부탁드립니다😊,[],2021-09-15
스미다,12,#수요일 #서울커피맛집 국민지원금사용가능해요  코로나영업제한으로 밤 10시까지 영업해요 (스미다 기존 영업시간 11:30~23:00) 주차가능해요,"['#수요일', '#서울커피맛집']",2021-09-15
코페아신드롬,14,<추석명절 휴무안내>9월20일(월)~9월21일(화) 마포점 휴무9월23일(수)~정상영업 감사합니다.#코페아신드롬 #코페아신드롬마포 #휴무안내 #콜드브루맛집 #콜드브루원액 #핸드드립카페 #서울카페 #사울카페추천 #마포카페 #마포구청역맛집 #상암카페 #망원카페 #망원커피 #합정커피 #홍대커피 #서울커피맛집 #강배전 #융드립커피 #정통커피 #스페셜티커피 #콜드브루커피,"['#코페아신드롬', '#코페아신드롬마포', '#휴무안내', '#콜드브루맛집', '#콜드브루원액', '#핸드드립카페', '#서울카페', '#사울카페추천', '#마포카페', '#마포구청역맛집', '#상암카페', '#망원카페', '#망원커피', '#합정커피', '#홍대커피', '#서울커피맛집', '#강배전', '#융드립커피', '#정통커피', '#스페셜티커피', '#콜드브루커피']",2021-09-15
,209,"#동대문빵의정석 #빵의정석dwp점 #디카페 #커피숍 #카페 #예쁜카페 #동대문 #동대문역사문화공원카페 #콜드브루 #콜드브루커피 #디저트 #디저트카페 #동대문디저트카페 #모닝커피 #카페투어 #커피스타그램 메뉴(콜드브루,더치커피)동대문역사문화공원역에서 저는 찾아갔는데 동묘역 동대문역에서도 가까운 것 같아요 카페가 생각보다 더 넓어요 사진에는 없지만, 안쪽에 테이블도 더 있어요 빵과 커피를 함께 즐기시는 분들이 많이 오시는 것 같아요 카페가 8층에 있어 좀 높은 층에서 창밖을 볼 수 있어요 앞에 큰 건물이 있지만 ... 하늘은 잘 보여요~ 오늘도#카페투어 (#예쁜카페 #서울커피맛집 )있으면 추천 부탁드려요!!","['#동대문빵의정석', '#빵의정석dwp점', '#디카페', '#커피숍', '#카페', '#예쁜카페', '#동대문', '#동대문역사문화공원카페', '#콜드브루', '#콜드브루커피', '#디저트', '#디저트카페', '#동대문디저트카페', '#모닝커피', '#카페투어', '#커피스타그램', '#카페투어', '#예쁜카페', '#서울커피맛집']",2021-09-15
가산디지털단지역,11,#화요일 국민지원금사용가능해요  코로나영업제한으로 밤 10시까지 영업해요 (스미다 기존 영업시간 11:30~23:00) 주차가능해요,['#화요일'],2021-09-14
까사디도노,25,오늘은 날씨가 매우 화창하네요!☀️맛있는 커피 ☕ 드시면서 좋은 하루가 되었으면 좋겠습니다지나실 일 있으시면 편하게 들러주세요casadidono는 19시까지 열려있습니다😆,[],2021-09-14
,11,🥜땅콩크림라떼🥜🍦크림라떼 중 독보적인 땅콩크림라떼!달콤하고 고소하게 감칠맛이 가득한크림과 라떼를 먹으니 정말 든든😊풍부하게 달콤한 맛이 땡긴다면!언제든지 레이지앤코 서울로오세용🤗🤍🥜🥜😊#레이지앤코 #레이지앤코서울 #lazyandco #lazyandcoseoul #서울카페 #서울커피맛집 #용산커피맛집 #용산디저트 #신용산디저트 #용산핫플레이스 #신용산핫플레이스#라떼맛집  ☕ #수제청에이드 🍹 #수제바닐라빈시럽 #수제바닐라빈라떼 ☕️ #바닐라라떼맛집 #원두맛집 #원두맛있는카페 #땅콩크림라떼 #땅콩크림 #땅콩 #피넛버터,"['#레이지앤코', '#레이지앤코서울', '#lazyandco', '#lazyandcoseoul', '#서울카페', '#서울커피맛집', '#용산커피맛집', '#용산디저트', '#신용산디저트', '#용산핫플레이스', '#신용산핫플레이스', '#라떼맛집', '#수제청에이드', '#수제바닐라빈시럽', '#수제바닐라빈라떼', '#바닐라라떼맛집', '#원두맛집', '#원두맛있는카페', '#땅콩크림라떼', '#땅콩크림', '#땅콩', '#피넛버터']",2021-08-16
,14,오늘도 어김없이 단골손님 럭키가 왔어요!하루도 빠짐없이 찾아와줘서 고마워요~ #레이지앤코서울 #레이지앤코#lazyandco #lazyandcoseoul #서울커피맛집 #서울카페 #용산커피맛집 #용산디저트 #신용산디저트 #용산핫플레이스 #신용산핫플레이스 #애완동반카페 #사모예드,"['#레이지앤코서울', '#레이지앤코', '#lazyandco', '#lazyandcoseoul', '#서울커피맛집', '#서울카페', '#용산커피맛집', '#용산디저트', '#신용산디저트', '#용산핫플레이스', '#신용산핫플레이스', '#애완동반카페', '#사모예드']",2021-08-14
,12,와.......오픈한지 한달 조금 넘었는데벌써 이렇게나 많은 쿠폰사용을해주시다니ㅠㅜ... 감사드립니다🙇‍♀️앞으로도 더 오고싶어지고찾고싶어지는 정성가득한레이지앤코 서울이 되겠습니다! 감사합니다 😊오늘도 건강한 하루되세요 🤗#레이지앤코 #레이지앤코서울 #lazyandco #lazyandcoseoul #서울카페 #서울커피맛집 #용산디저트 #신용산디저트 #용산핫플레이스 #신용산핫플레이스#라떼맛집  ☕ #수제청에이드 🍹 #수제바닐라빈시럽 #수제바닐라빈라떼 ☕️ #바닐라라떼맛집 #원두맛집 #원두맛있는카페 #쿠폰도장,"['#레이지앤코', '#레이지앤코서울', '#lazyandco', '#lazyandcoseoul', '#서울카페', '#서울커피맛집', '#용산디저트', '#신용산디저트', '#용산핫플레이스', '#신용산핫플레이스', '#라떼맛집', '#수제청에이드', '#수제바닐라빈시럽', '#수제바닐라빈라떼', '#바닐라라떼맛집', '#원두맛집', '#원두맛있는카페', '#쿠폰도장']",2021-08-13
,13,🍦아인슈페너🍦크림의 쫀쫀함과 달달함 부드러움으로커피못지않게 크림의 인기도 어마어마하답니다☺크림이 부족하면 참 아쉬우니 가~득넣어드릴게요ㅎㅎ아메리카노가 심심한 날에는아인슈페너로 고급진달달함 살짝 추가해주세요☕🍦#레이지앤코 #레이지앤코서울 #lazyandco #lazyandcoseoul #서울카페 #서울커피맛집 #용산디저트 #신용산디저트 #용산핫플레이스 #신용산핫플레이스#라떼맛집  ☕ #수제청에이드 🍹 #수제바닐라빈시럽 #수제바닐라빈라떼 ☕️ #바닐라라떼맛집 #원두맛집 #원두맛있는카페 #아인슈페너맛집 #아인슈페너 #아인슈페너크림,"['#레이지앤코', '#레이지앤코서울', '#lazyandco', '#lazyandcoseoul', '#서울카페', '#서울커피맛집', '#용산디저트', '#신용산디저트', '#용산핫플레이스', '#신용산핫플레이스', '#라떼맛집', '#수제청에이드', '#수제바닐라빈시럽', '#수제바닐라빈라떼', '#바닐라라떼맛집', '#원두맛집', '#원두맛있는카페', '#아인슈페너맛집', '#아인슈페너', '#아인슈페너크림']",2021-08-11
강동역,40,강동점 커볶아 오늘의 커피 입니다 🤍두가지 원두를 블랜딩한 맛난 커피 저도 오늘 벌써 두잔이나 마셨다구용╰(*´︶`*)╯♡가을의 문턱 드시러 커볶아에 놀러오세요♥️,[],2021-09-14
Coffee Montage(커피 몽타주),36,아빠랑 카페투어 #서울카페 #커피몽타주 오랜만에 서울 최애 카페로~ 코로나 이후 처음인듯ㅠ  인테리어부터 머신까지 싹 바뀌었다. 차에 타자마자 원샷해서 집에 오면서 마시려면 두 잔은 사야할듯ㅎㅎ,"['#서울카페', '#커피몽타주']",2021-09-13
,297,"따뜻한 공간감을 가진 연희동 카페 4곳을 소개합니다 🌤♾  올드프렌드ㅣcoffee 5.0♾  콘하스연희ㅣ에스프레소 5.0 아메리카노 5.5♾  티스커피ㅣ아메리카노 4.0 카페라떼 4.5♾  푸어링아웃ㅣ black 4.5 brewing 7.0🤞 숨은 카페, 로컬 맛집을 샅샅이 알려드립니다. 프로필 링크 와간다 앱에서 확인해보세요 🤞@waganda_official 프로필 링크에서 다운로드가 가능합니다.📷 글, 사진 에디터 picchul_ (@picchul_)",[],2021-09-13
강동역,33,킵 해놓으신 커피를 다 드신 날짜를 적은 종ㅇ ㅣ👏🏻♥️늘 감사합니다 👏🏻,[],2021-09-13
비로소커피 Biroso Coffee,44,"[biroso coffee].-신수동 블루스(아인슈페너).이곳은 색다르게 아인슈페너 베이스가 콜드브루인데, 쓴맛이 덜해 꿀떡꿀떡 잘 넘어간다...",[],2021-09-13
까사디도노,27,☕️활기찬 한 주가 시작되었습니다오늘도 까사디도노는 활짝 열려있습니다🙌19:00까지 열어둘게요 편하게 방문해주세요!😁,[],2021-09-13
,219,Space in <덴스커피 @dense_coffee >✒️서울 송파구 풍성로69 1층-‘커피를 사랑하는 친구들과 함께.’-#공간여행자보네무네,['#공간여행자보네무네'],2021-09-12
펠른-Perlen,181,바리스타 아니고 마술사인게 분명해.저 손동작에 위스키 숨겨놨어 밑장빼기고수.펠른의 시그니처인 위스키더치 강배전? 된 과테말라 원두를 어떻게 해서 저 손동작이 들어가면 위스키맛이 나는 커피가 된다.가끔 커피 컵노트에 위스키가 있는게 있었지만 이렇게 깔끔하고 찐하게 위스키 나는 커피는 처음이였다.위스키더치는 논알콜이고 진짜 위스키 추가를 할수 있는데 넣어서 먹고 알딸딸하게 나가면 딱좋다.디저트 새 존귀. 뭔지 안알랴줌#펠른 #perlen #홍대카페 #연남동카페 #카페그램 #카페투어 #카페투어☕️ #홍대카페추천 #연남동카페추천 #홍대데이트코스추천 #코스요리추천 #마포카페 #마포카페추천 #카페스타그램 #서울커피맛집 #서울커피 #맞팔 #맞팔해요,"['#펠른', '#perlen', '#홍대카페', '#연남동카페', '#카페그램', '#카페투어', '#카페투어☕️', '#홍대카페추천', '#연남동카페추천', '#홍대데이트코스추천', '#코스요리추천', '#마포카페', '#마포카페추천', '#카페스타그램', '#서울커피맛집', '#서울커피', '#맞팔', '#맞팔해요']",2021-09-12
까사디도노,23,매주 일요일은 까사디도노 정기 휴무일 입니다방문에 참고 부탁드립니다! 행복한 주말 보내세요☺️,[],2021-09-12
Liike,29,"성신여대 앞 리이케커피☕️이런 집에 살면 좋겠다는 말이 절로 나오는 곳! 고즈넉한 정원과 아담한 매장이 좋다. 입구부터 목수국이 화사하게 피어있다. 커피 맛집이라기에 들어갔는데 2021 블루리본..💝들어가면 먼저 그라인딩 된 원두를 시향할 수 있게 도와주신다. 시향 후 원두를 선택하면 핸드드립으로 내려주시는데, 해가 잘 들어 기다리는 시간이 따뜻했다.다 내려진 커피를 주실 때 작은 안내지를 함께 주시는데, 원두 이름, 커피 경매 프로그램에서의 순위, 원산지, 재배고도, 농장, 농부, 품종, 가공방식 등이 적혀있다. 알고 마시니 더 맛있는 느낌🥰커피를 한 잔 사서 근처 돈암시장을 천천히 돌아보기, 주말을 보내기에 좋은 방법이다.#리이케커피 #서울커피맛집 #블루칩은 #성신여대맛집 #성신여대카페 #성신여대입구 #성북구맛집 #성북구카페","['#리이케커피', '#서울커피맛집', '#블루칩은', '#성신여대맛집', '#성신여대카페', '#성신여대입구', '#성북구맛집', '#성북구카페']",2021-09-12
